problem_id,track_id,track,module,objective_id,difficulty,problem_type,status,required_reviews
CQAI-03687,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O07,intermediate,mini_project,planned,automated+technical+editorial
CQAI-03688,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O07,intermediate,mini_project,planned,automated+technical+editorial
CQAI-03689,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O08,intermediate,mini_project,planned,automated+technical+editorial
CQAI-03690,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O08,intermediate,mini_project,planned,automated+technical+editorial
CQAI-03691,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O08,intermediate,mini_project,planned,automated+technical+editorial
CQAI-03692,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O08,intermediate,mini_project,planned,automated+technical+editorial
CQAI-03693,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O08,intermediate,case_study,planned,automated+technical+editorial
CQAI-03694,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O08,intermediate,case_study,planned,automated+technical+editorial
CQAI-03695,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O08,intermediate,case_study,planned,automated+technical+editorial
CQAI-03696,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O08,intermediate,case_study,planned,automated+technical+editorial
CQAI-03697,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O01,intermediate,capstone_task,planned,automated+technical+editorial
CQAI-03698,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O01,intermediate,capstone_task,planned,automated+technical+editorial
CQAI-03699,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O01,intermediate,capstone_task,planned,automated+technical+editorial
CQAI-03700,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03701,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03702,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03703,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03704,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03705,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03706,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03707,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03708,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03709,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03710,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03711,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03712,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03713,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03714,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03715,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03716,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03717,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-03718,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O03,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03719,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O03,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03720,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O03,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03721,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03722,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03723,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03724,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03725,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03726,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03727,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03728,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O04,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03729,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03730,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03731,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03732,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03733,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03734,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03735,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O05,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-03736,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O05,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03737,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03738,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03739,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03740,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03741,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03742,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03743,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03744,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O06,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03745,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03746,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03747,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03748,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03749,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03750,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03751,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03752,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O07,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03753,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O08,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03754,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O08,advanced,numeric_response,planned,automated+technical+editorial
CQAI-03755,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O08,advanced,code_output,planned,automated+technical+editorial
CQAI-03756,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O08,advanced,code_output,planned,automated+technical+editorial
CQAI-03757,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O08,advanced,code_output,planned,automated+technical+editorial
CQAI-03758,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O08,advanced,code_output,planned,automated+technical+editorial
CQAI-03759,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O08,advanced,code_output,planned,automated+technical+editorial
CQAI-03760,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O08,advanced,code_output,planned,automated+technical+editorial
CQAI-03761,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03762,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03763,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03764,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03765,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03766,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03767,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03768,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O01,advanced,code_output,planned,automated+technical+editorial
CQAI-03769,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O02,advanced,code_output,planned,automated+technical+editorial
CQAI-03770,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O02,advanced,code_output,planned,automated+technical+editorial
CQAI-03771,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O02,advanced,code_completion,planned,automated+technical+editorial
CQAI-03772,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O02,expert,code_completion,planned,automated+technical+editorial
CQAI-03773,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O02,expert,code_completion,planned,automated+technical+editorial
CQAI-03774,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O02,expert,code_completion,planned,automated+technical+editorial
CQAI-03775,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O02,expert,code_completion,planned,automated+technical+editorial
CQAI-03776,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O02,expert,code_completion,planned,automated+technical+editorial
CQAI-03777,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03778,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03779,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03780,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03781,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03782,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03783,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O03,expert,code_completion,planned,automated+technical+editorial
CQAI-03784,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O03,expert,debugging,planned,automated+technical+editorial
CQAI-03785,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03786,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03787,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03788,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03789,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03790,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03791,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03792,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O04,novice,debugging,planned,automated+technical+editorial
CQAI-03793,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O05,novice,debugging,planned,automated+technical+editorial
CQAI-03794,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O05,novice,debugging,planned,automated+technical+editorial
CQAI-03795,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O05,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03796,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O05,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03797,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O05,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03798,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O05,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03799,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O05,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03800,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O05,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03801,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03802,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03803,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03804,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03805,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03806,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03807,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03808,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03809,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03810,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03811,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03812,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03813,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-03814,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O07,novice,model_analysis,planned,automated+technical+editorial
CQAI-03815,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O07,novice,model_analysis,planned,automated+technical+editorial
CQAI-03816,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O07,novice,model_analysis,planned,automated+technical+editorial
CQAI-03817,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O08,novice,model_analysis,planned,automated+technical+editorial
CQAI-03818,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O08,novice,model_analysis,planned,automated+technical+editorial
CQAI-03819,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O08,novice,model_analysis,planned,automated+technical+editorial
CQAI-03820,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O08,novice,model_analysis,planned,automated+technical+editorial
CQAI-03821,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O08,novice,model_analysis,planned,automated+technical+editorial
CQAI-03822,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O08,novice,model_analysis,planned,automated+technical+editorial
CQAI-03823,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O08,novice,mini_project,planned,automated+technical+editorial
CQAI-03824,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O08,novice,mini_project,planned,automated+technical+editorial
CQAI-03825,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O01,novice,mini_project,planned,automated+technical+editorial
CQAI-03826,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O01,novice,mini_project,planned,automated+technical+editorial
CQAI-03827,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O01,novice,mini_project,planned,automated+technical+editorial
CQAI-03828,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O01,novice,mini_project,planned,automated+technical+editorial
CQAI-03829,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O01,novice,mini_project,planned,automated+technical+editorial
CQAI-03830,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O01,novice,case_study,planned,automated+technical+editorial
CQAI-03831,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O01,novice,case_study,planned,automated+technical+editorial
CQAI-03832,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O01,novice,case_study,planned,automated+technical+editorial
CQAI-03833,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O02,novice,case_study,planned,automated+technical+editorial
CQAI-03834,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O02,novice,capstone_task,planned,automated+technical+editorial
CQAI-03835,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O02,novice,capstone_task,planned,automated+technical+editorial
CQAI-03836,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O02,novice,capstone_task,planned,automated+technical+editorial
CQAI-03837,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O02,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03838,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O02,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03839,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O02,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03840,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O02,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03841,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O03,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03842,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O03,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03843,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O03,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03844,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O03,novice,multiple_choice,planned,automated+technical+editorial
CQAI-03845,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O03,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03846,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O03,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03847,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O03,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03848,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O03,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03849,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03850,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03851,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03852,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03853,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03854,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03855,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03856,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O04,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03857,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03858,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03859,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03860,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03861,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03862,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03863,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03864,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03865,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03866,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03867,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03868,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03869,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03870,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03871,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03872,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-03873,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03874,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03875,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03876,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03877,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03878,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03879,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03880,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O07,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03881,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03882,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03883,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03884,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03885,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03886,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03887,T04,Mathematics for AI,Optimization and Gradient Descent,T04-M07-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03888,T04,Mathematics for AI,Information Theory and Numerical Stability,T04-M08-O08,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03889,T04,Mathematics for AI,Arithmetic Algebra and Functions,T04-M01-O01,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03890,T04,Mathematics for AI,Vectors Matrices and Linear Systems,T04-M02-O01,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03891,T04,Mathematics for AI,Linear Transformations and Eigen Concepts,T04-M03-O01,beginner,numeric_response,planned,automated+technical+editorial
CQAI-03892,T04,Mathematics for AI,Probability Rules and Random Variables,T04-M04-O01,beginner,code_output,planned,automated+technical+editorial
CQAI-03893,T04,Mathematics for AI,Statistics Estimation and Sampling,T04-M05-O01,beginner,code_output,planned,automated+technical+editorial
CQAI-03894,T04,Mathematics for AI,Derivatives Gradients and Partial Derivatives,T04-M06-O01,beginner,code_output,planned,automated+technical+editorial
